accession_id,virus_name,location,collection_date
EPI_ISL_420733,hCoV-19/England/20139060504/2020,Europe / United Kingdom / England,2020-03-28
EPI_ISL_420732,hCoV-19/England/20139060404/2020,Europe / United Kingdom / England,2020-03-28
EPI_ISL_419782,hCoV-19/Australia/VIC68/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_420771,hCoV-19/England/20142061404/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_417120,hCoV-19/USA/WA-S67/2020,North America / USA / Washington / King County,2020-03-04
EPI_ISL_419781,hCoV-19/Australia/VIC67/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_420770,hCoV-19/England/20142061304/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_419780,hCoV-19/Australia/VIC66/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_420773,hCoV-19/England/20142062204/2020,Europe / United Kingdom / England,2020-03-30
EPI_ISL_420772,hCoV-19/England/20142061804/2020,Europe / United Kingdom / England,2020-03-30
EPI_ISL_417123,hCoV-19/USA/WA-S70/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_419786,hCoV-19/Australia/VIC70/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417124,hCoV-19/USA/WA-S71/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_419785,hCoV-19/Australia/VIC73/2020,Oceania / Australia / Victoria,2020-03-14
EPI_ISL_417121,hCoV-19/USA/WA-S68/2020,North America / USA / Washington / King County,2020-03-04
EPI_ISL_419784,hCoV-19/Australia/VIC58/2020,Oceania / Australia / Victoria,2020-03-12
EPI_ISL_417122,hCoV-19/USA/WA-S69/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_419783,hCoV-19/Australia/VIC69/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417127,hCoV-19/USA/WA-S74/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_417128,hCoV-19/USA/WA-S75/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_419789,hCoV-19/Australia/VIC77/2020,Oceania / Australia / Victoria,2020-03-14
EPI_ISL_417125,hCoV-19/USA/WA-S72/2020,North America / USA / Washington / King County,2020-03-06
EPI_ISL_419788,hCoV-19/Australia/VIC76/2020,Oceania / Australia / Victoria,2020-03-14
EPI_ISL_417126,hCoV-19/USA/WA-S73/2020,North America / USA / Washington,2020-03-05
EPI_ISL_419787,hCoV-19/Australia/VIC75/2020,Oceania / Australia / Victoria,2020-03-14
EPI_ISL_417129,hCoV-19/USA/WA-S76/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_420768,hCoV-19/England/20142060904/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420767,hCoV-19/England/20142060804/2020,Europe / United Kingdom / England,2020-03-30
EPI_ISL_420769,hCoV-19/England/20142061004/2020,Europe / United Kingdom / England,2020-03-31
EPI_ISL_420764,hCoV-19/England/20140050604/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420763,hCoV-19/England/20140048904/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420766,hCoV-19/England/20142060404/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420765,hCoV-19/England/20142022504/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_418440,hCoV-19/Switzerland/42202805/2020,Europe / Switzerland / Lucerne,2020-03-20
EPI_ISL_419771,hCoV-19/Australia/VIC59/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_420760,hCoV-19/England/20140048104/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_419770,hCoV-19/Australia/VIC54/2020,Oceania / Australia / Victoria,2020-03-12
EPI_ISL_420762,hCoV-19/England/20140048804/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420761,hCoV-19/England/20140048704/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_417112,hCoV-19/USA/WA-S59/2020,North America / USA / Washington / King County,2020-03-02
EPI_ISL_419775,hCoV-19/Australia/VIC63/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417113,hCoV-19/USA/WA-S60/2020,North America / USA / Washington / King County,2020-03-02
EPI_ISL_419774,hCoV-19/Australia/VIC62/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417110,hCoV-19/USA/WA-S57/2020,North America / USA / Washington,2020-03-03
EPI_ISL_418442,hCoV-19/Hangzhou/HZ49/2020,Asia / China / Hangzhou,2020-01-21
EPI_ISL_419773,hCoV-19/Australia/VIC61/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417111,hCoV-19/USA/WA-S58/2020,North America / USA / Washington / Snohomish County,2020-03-05
EPI_ISL_418441,hCoV-19/Hangzhou/HZ48/2020,Asia / China / Hangzhou,2020-01-21
EPI_ISL_419772,hCoV-19/Australia/VIC60/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417116,hCoV-19/USA/WA-S63/2020,North America / USA / Washington / King County,2020-03-04
EPI_ISL_419779,hCoV-19/Australia/VIC57/2020,Oceania / Australia / Victoria,2020-03-12
EPI_ISL_417117,hCoV-19/USA/WA-S64/2020,North America / USA / Washington / King County,2020-03-03
EPI_ISL_419778,hCoV-19/Australia/VIC64/2020,Oceania / Australia / Victoria,2020-03-13
EPI_ISL_417114,hCoV-19/USA/WA-S61/2020,North America / USA / Washington / King County,2020-03-05
EPI_ISL_419777,hCoV-19/Australia/VIC56/2020,Oceania / Australia / Victoria,2020-03-12
EPI_ISL_417115,hCoV-19/USA/WA-S62/2020,North America / USA / Washington / Snohomish County,2020-03-03
EPI_ISL_419776,hCoV-19/Australia/VIC55/2020,Oceania / Australia / Victoria,2020-03-12
EPI_ISL_417118,hCoV-19/USA/WA-S65/2020,North America / USA / Washington / King County,2020-03-03
EPI_ISL_417119,hCoV-19/USA/WA-S66/2020,North America / USA / Washington / Snohomish County,2020-03-06
EPI_ISL_420757,hCoV-19/England/20140039504/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420756,hCoV-19/England/20140039404/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420759,hCoV-19/England/20140042004/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420758,hCoV-19/England/20140039604/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420753,hCoV-19/England/20140039104/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_420752,hCoV-19/England/20140039004/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_420755,hCoV-19/England/20140039304/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_420754,hCoV-19/England/20140039204/2020,Europe / United Kingdom / England,2020-03-27
EPI_ISL_424238,hCoV-19/USA/WA-UW-1741/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425569,hCoV-19/England/NOTT-10E5E4/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424237,hCoV-19/USA/WA-UW-1739/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425568,hCoV-19/England/NOTT-10E5D5/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_424236,hCoV-19/USA/WA-UW-1732/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425567,hCoV-19/England/NOTT-10E5C6/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424235,hCoV-19/USA/WA-UW-1733/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425566,hCoV-19/England/NOTT-10E5B7/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_424234,hCoV-19/USA/WA-UW-1722/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425565,hCoV-19/England/NOTT-10E5A8/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_413580,hCoV-19/Netherlands/Oisterwijk_1364072/2020,Europe / Netherlands / Oisterwijk,2020-03-02
EPI_ISL_424233,hCoV-19/USA/WA-UW-1772/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425564,hCoV-19/England/NOTT-10E599/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_413581,hCoV-19/Netherlands/Oss_1363500/2020,Europe / Netherlands / Oss,2020-02-29
EPI_ISL_424232,hCoV-19/USA/WA-UW-1708/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425563,hCoV-19/England/NOTT-10E58A/2020,Europe / United Kingdom / England,2020-03-26
EPI_ISL_413582,hCoV-19/Netherlands/Rotterdam_1363790/2020,Europe / Netherlands / Rotterdam,2020-03-01
EPI_ISL_424231,hCoV-19/USA/WA-UW-1731/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425562,hCoV-19/England/NOTT-10E57B/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_413583,hCoV-19/Netherlands/Rotterdam_1364040/2020,Europe / Netherlands / Rotterdam,2020-03-02
EPI_ISL_424230,hCoV-19/USA/WA-UW-1709/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425561,hCoV-19/England/NOTT-10E55D/2020,Europe / United Kingdom / England,2020-03-25
EPI_ISL_413584,hCoV-19/Netherlands/Rotterdam_1364740/2020,Europe / Netherlands / Rotterdam,2020-03-03
EPI_ISL_425560,hCoV-19/England/NOTT-10E54E/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413585,hCoV-19/Netherlands/Tilburg_/2020,Europe / Netherlands / Tilburg,2020
EPI_ISL_413586,hCoV-19/Netherlands/Tilburg_1363354/2020,Europe / Netherlands / Tilburg,2020-02-27
EPI_ISL_413587,hCoV-19/Netherlands/Tilburg_1364286/2020,Europe / Netherlands / Tilburg,2020-03-03
EPI_ISL_413588,hCoV-19/Netherlands/Utrecht_1363564/2020,Europe / Netherlands / Utrecht,2020-03-01
EPI_ISL_413589,hCoV-19/Netherlands/Utrecht_1363628/2020,Europe / Netherlands / Utrecht,2020-03-01
EPI_ISL_424229,hCoV-19/USA/WA-UW-1724/2020,North America / USA / Washington,2020-03-21
EPI_ISL_424228,hCoV-19/USA/WA-UW-1702/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425559,hCoV-19/England/NOTT-10E520/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424227,hCoV-19/USA/WA-UW-1706/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425558,hCoV-19/England/NOTT-10E511/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424226,hCoV-19/USA/WA-UW-1705/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425557,hCoV-19/England/NOTT-10E502/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424225,hCoV-19/USA/WA-UW-1707/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425556,hCoV-19/England/NOTT-10E4F6/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424224,hCoV-19/USA/WA-UW-1745/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425555,hCoV-19/England/NOTT-10E4D8/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_424223,hCoV-19/USA/WA-UW-1744/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425554,hCoV-19/England/NOTT-10E4C9/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_424222,hCoV-19/USA/WA-UW-1700/2020,North America / USA / Washington,2020-03-20
EPI_ISL_425553,hCoV-19/England/NOTT-10E4BA/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_413570,hCoV-19/Netherlands/Diemen_1363454/2020,Europe / Netherlands / Diemen,2020-02-28
EPI_ISL_424221,hCoV-19/USA/WA-UW-1748/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425552,hCoV-19/England/NOTT-10E4AB/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_413571,hCoV-19/Netherlands/Eindhoven_1363782/2020,Europe / Netherlands / Eindhoven,2020-03-02
EPI_ISL_424220,hCoV-19/USA/WA-UW-1729/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425551,hCoV-19/England/NOTT-10E49C/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_413572,hCoV-19/Netherlands/Haarlem_1363688/2020,Europe / Netherlands / Haarlem,2020-03-01
EPI_ISL_425550,hCoV-19/England/NOTT-10E48D/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_413573,hCoV-19/Netherlands/Hardinxveld_Giessendam_1364806/2020,Europe / Netherlands / Hardinxveld Giessendam,2020-03-02
EPI_ISL_413574,hCoV-19/Netherlands/Helmond_1363548/2020,Europe / Netherlands / Helmond,2020-02-29
EPI_ISL_413575,hCoV-19/NetherlandsL/Houten_1363498/2020,Europe / Netherlands / Houten,2020-02-29
EPI_ISL_413576,hCoV-19/Netherlands/Loon_op_zand_1363512/2020,Europe / Netherlands / Loon op zand,2020-02-29
EPI_ISL_413577,hCoV-19/Netherlands/Naarden_1364774/2020,Europe / Netherlands / Naarden,2020-03-02
EPI_ISL_413578,hCoV-19/Netherlands/Nieuwendijk_1363582/2020,Europe / Netherlands / Nieuwendijk,2020-03-01
EPI_ISL_413579,hCoV-19/Netherlands/Nootdorp_1364222/2020,Europe / Netherlands / Nootdorp,2020-03-03
EPI_ISL_413569,hCoV-19/Netherlands/Delft_1363424/2020,Europe / Netherlands / Delft,2020-02-28
EPI_ISL_424219,hCoV-19/USA/WA-UW-1695/2020,North America / USA / Washington,2020-03-20
EPI_ISL_424218,hCoV-19/USA/WA-UW-1682/2020,North America / USA / Washington,2020-03-20
EPI_ISL_425549,hCoV-19/England/NOTT-10E47E/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_424217,hCoV-19/USA/WA-UW-1684/2020,North America / USA / Washington,2020-03-19
EPI_ISL_425548,hCoV-19/England/NOTT-10E46F/2020,Europe / United Kingdom / England,2020-03-22
EPI_ISL_426879,hCoV-19/Australia/VIC908/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_424259,hCoV-19/USA/WA-UW-1797/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424258,hCoV-19/USA/WA-UW-1778/2020,North America / USA / Washington,2020-03-22
EPI_ISL_425589,hCoV-19/England/NOTT-10E766/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424257,hCoV-19/USA/WA-UW-1775/2020,North America / USA / Washington,2020-03-22
EPI_ISL_425588,hCoV-19/England/NOTT-10E757/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424256,hCoV-19/USA/WA-UW-1774/2020,North America / USA / Washington,2020-03-22
EPI_ISL_425587,hCoV-19/England/NOTT-10E748/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424255,hCoV-19/USA/UN-UW-1832/2020,North America / USA,2020-03-16
EPI_ISL_425586,hCoV-19/England/NOTT-10E739/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424254,hCoV-19/USA/WA-UW-1796/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425585,hCoV-19/England/NOTT-10E72A/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424253,hCoV-19/USA/WA-UW-1792/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425584,hCoV-19/England/NOTT-10E71B/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424252,hCoV-19/USA/WA-UW-1840/2020,North America / USA / Washington,2020-03-23
EPI_ISL_425583,hCoV-19/England/NOTT-10E70C/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424251,hCoV-19/USA/WA-UW-1801/2020,North America / USA / Washington,2020-03-23
EPI_ISL_425582,hCoV-19/England/NOTT-10E6D2/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424250,hCoV-19/USA/WA-UW-1785/2020,North America / USA / Washington,2020-03-19
EPI_ISL_425581,hCoV-19/England/NOTT-10E6C3/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_425580,hCoV-19/England/NOTT-10E6B4/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_426880,hCoV-19/Australia/VIC909/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_426881,hCoV-19/Australia/VIC912/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_426882,hCoV-19/Australia/VIC913/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_426883,hCoV-19/Czech Republic/IAB_1/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426884,hCoV-19/Czech Republic/IAB_4/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426885,hCoV-19/Czech Republic/IAB_8/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426886,hCoV-19/Czech Republic/IAB_9/2020,Europe / Czech Republic,2020-03-28
EPI_ISL_426887,hCoV-19/Czech Republic/IAB_10/2020,Europe / Czech Republic,2020-03-31
EPI_ISL_426888,hCoV-19/Czech Republic/IAB_12/2020,Europe / Czech Republic,2020-03-31
EPI_ISL_426889,hCoV-19/Czech Republic/IAB_14/2020,Europe / Czech Republic,2020-04-02
EPI_ISL_424249,hCoV-19/USA/UN-UW-1791/2020,North America / USA,2020-03-20
EPI_ISL_424248,hCoV-19/USA/UN-UW-1773/2020,North America / USA,2020-03
EPI_ISL_425579,hCoV-19/England/NOTT-10E6A5/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_424247,hCoV-19/USA/WA-UW-1760/2020,North America / USA / Washington,2020-03-21
EPI_ISL_424246,hCoV-19/USA/WA-UW-1758/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425577,hCoV-19/England/NOTT-10E696/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_413590,hCoV-19/Netherlands/Utrecht_1364066/2020,Europe / Netherlands / Utrecht,2020-03-02
EPI_ISL_424245,hCoV-19/USA/WA-UW-1762/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425576,hCoV-19/England/NOTT-10E678/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_413591,hCoV-19/Netherlands/Zeewolde_1365080/2020,Europe / Netherlands / Zeewolde,2020-03-02
EPI_ISL_424244,hCoV-19/USA/WA-UW-1770/2020,North America / USA / Washington,2020-03-22
EPI_ISL_425575,hCoV-19/England/NOTT-10E669/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_413592,hCoV-19/Taiwan/NTU03/2020,Asia / Taiwan / Taipei,2020-03-02
EPI_ISL_424243,hCoV-19/USA/WA-UW-1756/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425574,hCoV-19/England/NOTT-10E65A/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413593,hCoV-19/Luxembourg/Lux1/2020,Europe / Luxembourg,2020-02-29
EPI_ISL_424242,hCoV-19/USA/WA-UW-1753/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425573,hCoV-19/England/NOTT-10E64B/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413594,hCoV-19/Australia/NSW08/2020,Oceania / Australia / NSW / Sydney,2020-02-28
EPI_ISL_424241,hCoV-19/USA/WA-UW-1735/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425572,hCoV-19/England/NOTT-10E63C/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413595,hCoV-19/Australia/NSW09/2020,Oceania / Australia / NSW / Sydney,2020-02-28
EPI_ISL_424240,hCoV-19/USA/WA-UW-1730/2020,North America / USA / Washington,2020-03-21
EPI_ISL_425571,hCoV-19/England/NOTT-10E61E/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413596,hCoV-19/Australia/NSW10/2020,Oceania / Australia / NSW / Sydney,2020-02-28
EPI_ISL_425570,hCoV-19/England/NOTT-10E5F3/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_413597,hCoV-19/Australia/NSW11/2020,Oceania / Australia / NSW / Sydney,2020-03-02
EPI_ISL_413598,hCoV-19/Australia/NSW12/2020,Oceania / Australia / NSW / Sydney,2020-03-04
EPI_ISL_413599,hCoV-19/Australia/NSW13/2020,Oceania / Australia / NSW / Sydney,2020-03-04
EPI_ISL_426890,hCoV-19/Czech Republic/IAB_15/2020,Europe / Czech Republic,2020-03-26
EPI_ISL_426891,hCoV-19/Czech Republic/IAB_16/2020,Europe / Czech Republic,2020-03-26
EPI_ISL_426892,hCoV-19/Czech Republic/IAB_17/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426893,hCoV-19/Czech Republic/IAB_18/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426894,hCoV-19/Czech Republic/IAB_20/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426895,hCoV-19/Czech Republic/IAB_21/2020,Europe / Czech Republic,2020-03-27
EPI_ISL_426896,hCoV-19/Czech Republic/IAB_22/2020,Europe / Czech Republic,2020-03-28
EPI_ISL_426897,hCoV-19/Czech Republic/IAB_23/2020,Europe / Czech Republic,2020-03-29
EPI_ISL_426898,hCoV-19/Australia/NT10/2020,Oceania / Australia / Northern territory,2020-03-26
EPI_ISL_426899,hCoV-19/Australia/NT11/2020,Oceania / Australia / Northern territory,2020-03-27
EPI_ISL_424239,hCoV-19/USA/WA-UW-1750/2020,North America / USA / Washington,2020-03-21
EPI_ISL_424279,hCoV-19/USA/WA-UW-1850/2020,North America / USA / Washington,2020-03-23
EPI_ISL_424278,hCoV-19/USA/WA-UW-1866/2020,North America / USA / Washington,2020-03-23
EPI_ISL_424277,hCoV-19/USA/WA-UW-1858/2020,North America / USA / Washington,2020-03-23
EPI_ISL_424276,hCoV-19/USA/WA-UW-1822/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424275,hCoV-19/USA/WA-UW-1821/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424274,hCoV-19/USA/WA-UW-1824/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424273,hCoV-19/USA/WA-UW-1826/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424272,hCoV-19/USA/WA-UW-1825/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424271,hCoV-19/USA/WA-UW-1827/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424270,hCoV-19/USA/WA-UW-1831/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424269,hCoV-19/USA/WA-UW-1828/2020,North America / USA / Washington,2020-03-22
EPI_ISL_424268,hCoV-19/USA/UN-UW-1816/2020,North America / USA,2020-03-22
EPI_ISL_425599,hCoV-19/England/NOTT-10E827/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424267,hCoV-19/USA/UN-UW-1817/2020,North America / USA,2020-03-22
EPI_ISL_425598,hCoV-19/England/NOTT-10E818/2020,Europe / United Kingdom / England,2020-03-24
EPI_ISL_424266,hCoV-19/USA/UN-UW-1818/2020,North America / USA,2020-03-22
EPI_ISL_425597,hCoV-19/England/NOTT-10E809/2020,Europe / United Kingdom / England,2020-03-24
