accession_id,virus_name,location,collection_date
EPI_ISL_422461,hCoV-19/USA/WI-GMF-00707/2020,North America / USA / Wisconsin / La Crosse County,2020-04-06
EPI_ISL_423791,hCoV-19/England/20132066804/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_423790,hCoV-19/England/20132066404/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_410488,hCoV-19/Malaysia/CL5047/2020,Asia / Malaysia,2020-01-24
EPI_ISL_410487,hCoV-19/Malaysia/CL5045/2020,Asia / Malaysia,2020-01-24
EPI_ISL_410486,hCoV-19/France/RA739/2020,Europe / France / Rhone-Alpes / Contamines,2020-02-08
EPI_ISL_422459,hCoV-19/USA/WI-GMF-00557/2020,North America / USA / Wisconsin / La Crosse County,2020-04-02
EPI_ISL_423789,hCoV-19/England/20132066304/2020,Europe / United Kingdom / England,2020-03-12
EPI_ISL_423788,hCoV-19/England/20132066204/2020,Europe / United Kingdom / England,2020-03-23
EPI_ISL_422499,hCoV-19/USA/NY-PV09125/2020,North America / USA / New York / Queens,2020-03-19
EPI_ISL_422497,hCoV-19/USA/NY-PV09122/2020,North America / USA / New York / Nassau County,2020-03-19
EPI_ISL_422498,hCoV-19/USA/NY-PV09123/2020,North America / USA / New York / Brooklyn,2020-03-19
EPI_ISL_422495,hCoV-19/USA/NY-PV09120/2020,North America / USA / New York / Brooklyn,2020-03-19
EPI_ISL_422496,hCoV-19/USA/NY-PV09121/2020,North America / USA / New York / Nassau County,2020-03-19
EPI_ISL_422493,hCoV-19/USA/NY-PV09118/2020,North America / USA / New York / Queens,2020-03-19
EPI_ISL_422494,hCoV-19/USA/NY-PV09119/2020,North America / USA / New York / Manhattan,2020-03-19
EPI_ISL_422491,hCoV-19/USA/NY-PV09115/2020,North America / USA / New York / Nassau County,2020-03-19
EPI_ISL_422492,hCoV-19/USA/NY-PV09116/2020,North America / USA / New York / Nassau County,2020-03-19
EPI_ISL_422490,hCoV-19/USA/NY-PV09069/2020,North America / USA / New York / Brooklyn,2020-03-20
EPI_ISL_422488,hCoV-19/USA/NY-PV09045/2020,North America / USA / New York / Manhattan,2020-03-21
EPI_ISL_422489,hCoV-19/USA/NY-PV09057/2020,North America / USA / New York / Brooklyn,2020-03-21
EPI_ISL_421188,hCoV-19/Belgium/ULG-10009/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421189,hCoV-19/Belgium/ULG-10011/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421186,hCoV-19/Belgium/ULG-10007/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421187,hCoV-19/Belgium/ULG-10008/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421184,hCoV-19/Belgium/ULG-10004/2020,Europe / Belgium / Liège,2020-03-31
EPI_ISL_421185,hCoV-19/Belgium/ULG-10006/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421182,hCoV-19/Belgium/ULG-10001/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_417920,hCoV-19/Malaysia/190300/2020,Asia / Malaysia / Kuala Lumpur,2020-03-22
EPI_ISL_421183,hCoV-19/Belgium/ULG-10003/2020,Europe / Belgium / Liège,2020-03-30
EPI_ISL_421180,hCoV-19/Spain/Madrid_H12_2410/2020,Europe / Spain / Madrid,2020-03-27
EPI_ISL_417923,hCoV-19/Italy/INMI5/2020,Europe / Italy / Rome,2020-03-04
EPI_ISL_417924,hCoV-19/Colombia/Antioquia79256/2020,South America / Colombia / Antioquia,2020-03-11
EPI_ISL_417921,hCoV-19/Italy/INMI3/2020,Europe / Italy / Rome,2020-03-01
EPI_ISL_417922,hCoV-19/Italy/INMI4/2020,Europe / Italy / Rome,2020-02-28
EPI_ISL_417917,hCoV-19/Malaysia/189332/2020,Asia / Malaysia / Kuala Lumpur,2020-03-20
EPI_ISL_417918,hCoV-19/Malaysia/188407/2020,Asia / Malaysia / Kuala Lumpur,2020-03-18
EPI_ISL_417919,hCoV-19/Malaysia/186197/2020,Asia / Malaysia / Kuala Lumpur,2020-03-14
EPI_ISL_421179,hCoV-19/Spain/Madrid_H12_2309/2020,Europe / Spain / Madrid,2020-03-27
EPI_ISL_421177,hCoV-19/Spain/Madrid_H12_2107/2020,Europe / Spain / Madrid,2020-03-27
EPI_ISL_421178,hCoV-19/Spain/Madrid_H12_2208/2020,Europe / Spain / Madrid,2020-03-27
EPI_ISL_421175,hCoV-19/Spain/Madrid_H12_1905/2020,Europe / Spain / Madrid,2020-03-29
EPI_ISL_421176,hCoV-19/Spain/Madrid_H12_2006/2020,Europe / Spain / Madrid,2020-03-27
EPI_ISL_421173,hCoV-19/Spain/Madrid_H12_1703/2020,Europe / Spain / Madrid,2020-03-08
EPI_ISL_421174,hCoV-19/Spain/Madrid_H12_1804/2021,Europe / Spain / Madrid,2020-03-29
EPI_ISL_421171,hCoV-19/Spain/Madrid_H12_1301/2020,Europe / Spain/ Madrid,2020-03-05
EPI_ISL_421172,hCoV-19/Spain/Madrid_H12_1502/2020,Europe / Spain/ Madrid,2020-03-09
EPI_ISL_423941,hCoV-19/England/20128015004/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422610,hCoV-19/Netherlands/NA_301/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423940,hCoV-19/England/20128014806/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_411960,hCoV-19/China/HS_18/2020,Asia / China / HuaShang,2020-01-23
EPI_ISL_411961,hCoV-19/China/HS_38/2020,Asia / China / HuaShang,2020-01-25
EPI_ISL_411962,hCoV-19/China/HS_46/2020,Asia / China / HuaShang,2020-01-26
EPI_ISL_411952,hCoV-19/Jiangsu/JS02/2020,Asia / China / Jiangsu,2020-01-24
EPI_ISL_411953,hCoV-19/Jiangsu/JS03/2020,Asia / China / Jiangsu,2020-01-24
EPI_ISL_411954,hCoV-19/USA/CA7/2020,North America / USA / California,2020-02-06
EPI_ISL_411955,hCoV-19/USA/CA8/2020,North America / USA / California,2020-02-10
EPI_ISL_411956,hCoV-19/USA/TX1/2020,North America / USA / Texas,2020-02-11
EPI_ISL_411957,hCoV-19/China/WH-09/2020,Asia / China,2020-01-08
EPI_ISL_411958,hCoV-19/China/HS_8/2020,Asia / China / HuaShang,2020-01-22
EPI_ISL_422608,hCoV-19/Netherlands/NA_299/2020,Europe / Netherlands,2020-04-01
EPI_ISL_411959,hCoV-19/China/HS_17/2020,Asia / China / HuaShang,2020-01-23
EPI_ISL_422609,hCoV-19/Netherlands/NA_300/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423939,hCoV-19/England/20128014506/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422606,hCoV-19/Netherlands/NA_297/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423938,hCoV-19/England/20128014404/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422607,hCoV-19/Netherlands/NA_298/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423937,hCoV-19/England/20128014204/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422604,hCoV-19/Netherlands/NA_295/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423936,hCoV-19/England/20128013406/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422605,hCoV-19/Netherlands/NA_296/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423935,hCoV-19/England/20128012704/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422602,hCoV-19/Netherlands/NA_293/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423934,hCoV-19/England/20128012404/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422603,hCoV-19/Netherlands/NA_294/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423933,hCoV-19/England/20128011804/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422600,hCoV-19/Netherlands/NA_291/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423932,hCoV-19/England/20128011204/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422601,hCoV-19/Netherlands/NA_292/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423931,hCoV-19/England/20128011006/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423930,hCoV-19/England/20128010104/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_411950,hCoV-19/Jiangsu/JS01/2020,Asia / China / Jiangsu,2020-01-23
EPI_ISL_411951,hCoV-19/Sweden/01/2020,Europe / Sweden,2020-02-07
EPI_ISL_423929,hCoV-19/England/20128010006/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_423928,hCoV-19/England/20128009404/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_411949,hCoV-19/Shanghai/SH-01/2020,Asia / China / Shanghai,2020-01-16
EPI_ISL_423927,hCoV-19/England/20128003904/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423926,hCoV-19/England/20128003506/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423925,hCoV-19/England/20128003104/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423924,hCoV-19/England/20128003004/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_423923,hCoV-19/England/20128002204/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423922,hCoV-19/England/20128002004/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423921,hCoV-19/England/20128001806/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423920,hCoV-19/England/20128001604/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_421300,hCoV-19/USA/WI-42/2020,North America / USA / Wisconsin,2020-03-18
EPI_ISL_422631,hCoV-19/Netherlands/ZuidHolland_95/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423963,hCoV-19/England/20128041604/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421301,hCoV-19/USA/WI-43/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422632,hCoV-19/Netherlands/ZuidHolland_96/2020,Europe / Netherlands / Zuid Holland,2020-03-30
EPI_ISL_423962,hCoV-19/England/20128041504/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423961,hCoV-19/England/20128040804/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422630,hCoV-19/Netherlands/ZuidHolland_94/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423960,hCoV-19/England/20128039104/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422628,hCoV-19/Netherlands/ZuidHolland_100/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_422629,hCoV-19/Netherlands/ZuidHolland_101/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423959,hCoV-19/England/20128038304/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422626,hCoV-19/Netherlands/NA_317/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423958,hCoV-19/England/20128037804/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422627,hCoV-19/Netherlands/NA_318/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423957,hCoV-19/England/20128037504/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422624,hCoV-19/Netherlands/NA_315/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423956,hCoV-19/England/20128037406/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422625,hCoV-19/Netherlands/NA_316/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423955,hCoV-19/England/20128037306/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422622,hCoV-19/Netherlands/NA_313/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423954,hCoV-19/England/20128036904/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_422623,hCoV-19/Netherlands/NA_314/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423953,hCoV-19/England/20128036304/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422620,hCoV-19/Netherlands/NA_311/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423952,hCoV-19/England/20128036004/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422621,hCoV-19/Netherlands/NA_312/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423951,hCoV-19/England/20128035406/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_423950,hCoV-19/England/20128031604/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_411963,hCoV-19/China/HS_64/2020,Asia / China / HuaShang,2020-01-28
EPI_ISL_411964,hCoV-19/China/HS_84/2020,Asia / China / HuaShang,2020-01-30
EPI_ISL_411965,hCoV-19/China/HS_86/2020,Asia / China / HuaShang,2020-01-30
EPI_ISL_411966,hCoV-19/China/HS_92/2020,Asia / China / HuaShang,2020-01-31
EPI_ISL_411967,hCoV-19/China/HS_194/2020,Asia / China / HuaShang,2020-02-06
EPI_ISL_422619,hCoV-19/Netherlands/NA_310/2020,Europe / Netherlands,2020-04-02
EPI_ISL_422617,hCoV-19/Netherlands/NA_308/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423949,hCoV-19/England/20128031204/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_422618,hCoV-19/Netherlands/NA_309/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423948,hCoV-19/England/20128018804/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_422615,hCoV-19/Netherlands/NA_306/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423947,hCoV-19/England/20128018704/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422616,hCoV-19/Netherlands/NA_307/2020,Europe / Netherlands,2020-04-02
EPI_ISL_423946,hCoV-19/England/20128017504/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422613,hCoV-19/Netherlands/NA_304/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423945,hCoV-19/England/20128015906/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422614,hCoV-19/Netherlands/NA_305/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423944,hCoV-19/England/20128015704/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422611,hCoV-19/Netherlands/NA_302/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423943,hCoV-19/England/20128015604/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422612,hCoV-19/Netherlands/NA_303/2020,Europe / Netherlands,2020-04-01
EPI_ISL_423942,hCoV-19/England/20128015104/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_419001,hCoV-19/Singapore/19/2020,Asia / Singapore,2020-03-02
EPI_ISL_421322,hCoV-19/USA/WI-64/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422653,hCoV-19/Netherlands/NA_104/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423985,hCoV-19/England/20129010704/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_419000,hCoV-19/Singapore/21/2020,Asia / Singapore,2020-02-13
EPI_ISL_421323,hCoV-19/USA/WI-65/2020,North America / USA / Wisconsin,2020-03-22
EPI_ISL_422654,hCoV-19/Netherlands/NA_105/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423984,hCoV-19/England/20129010604/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421320,hCoV-19/USA/WI-62/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422651,hCoV-19/Netherlands/NA_102/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423983,hCoV-19/England/20129010504/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421321,hCoV-19/USA/WI-63/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422652,hCoV-19/Netherlands/NA_103/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423982,hCoV-19/England/20129010402/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_423981,hCoV-19/England/20129010204/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_422650,hCoV-19/Netherlands/NA_101/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423980,hCoV-19/England/20129010104/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421319,hCoV-19/USA/WI-61/2020,North America / USA / Wisconsin,2020-03-23
EPI_ISL_421317,hCoV-19/USA/WI-59/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422648,hCoV-19/Netherlands/Limburg_9/2020,Europe / Netherlands / Limburg,2020-03-20
EPI_ISL_421318,hCoV-19/USA/WI-60/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422649,hCoV-19/Netherlands/NA_100/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423979,hCoV-19/England/20129009304/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421315,hCoV-19/USA/WI-57/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422646,hCoV-19/Netherlands/Limburg_10/2020,Europe / Netherlands / Limburg,2020-03-20
EPI_ISL_423978,hCoV-19/England/201290032/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_421316,hCoV-19/USA/WI-58/2020,North America / USA / Wisconsin,2020-03-23
EPI_ISL_422647,hCoV-19/Netherlands/Limburg_8/2020,Europe / Netherlands / Limburg,2020-03-19
EPI_ISL_423977,hCoV-19/England/20129002304/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421313,hCoV-19/USA/WI-55/2020,North America / USA / Wisconsin,2020-03-23
EPI_ISL_422644,hCoV-19/Netherlands/Gelderland_8/2020,Europe / Netherlands / Gelderland,2020-03-13
EPI_ISL_423976,hCoV-19/England/20129002004/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421314,hCoV-19/USA/WI-56/2020,North America / USA / Wisconsin,2020-03-18
EPI_ISL_422645,hCoV-19/Netherlands/Gelderland_9/2020,Europe / Netherlands / Gelderland,2020-03-18
EPI_ISL_423975,hCoV-19/England/20129001404/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421311,hCoV-19/USA/WI-53/2020,North America / USA / Wisconsin,2020-03-18
EPI_ISL_422642,hCoV-19/Netherlands/Gelderland_6/2020,Europe / Netherlands / Gelderland,2020-03-09
EPI_ISL_423974,hCoV-19/England/20129001304/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421312,hCoV-19/USA/WI-54/2020,North America / USA / Wisconsin,2020-03-20
EPI_ISL_422643,hCoV-19/Netherlands/Gelderland_7/2020,Europe / Netherlands / Gelderland,2020-03-11
EPI_ISL_423973,hCoV-19/England/20129000404/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_422640,hCoV-19/Netherlands/Gelderland_12/2020,Europe / Netherlands / Gelderland,2020-03-20
EPI_ISL_423972,hCoV-19/England/20129000304/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421310,hCoV-19/USA/WI-52/2020,North America / USA / Wisconsin,2020-03-18
EPI_ISL_422641,hCoV-19/Netherlands/Gelderland_5/2020,Europe / Netherlands / Gelderland,2020-03-10
EPI_ISL_423971,hCoV-19/England/20129000104/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_423970,hCoV-19/England/20128095504/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421308,hCoV-19/USA/WI-50/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422639,hCoV-19/Netherlands/Gelderland_11/2020,Europe / Netherlands / Gelderland,2020-03-21
EPI_ISL_421309,hCoV-19/USA/WI-51/2020,North America / USA / Wisconsin,2020-03-20
EPI_ISL_421306,hCoV-19/USA/WI-48/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422637,hCoV-19/Netherlands/Flevoland_2/2020,Europe / Netherlands / Flevoland,2020-03-25
EPI_ISL_423969,hCoV-19/England/20128094904/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421307,hCoV-19/USA/WI-49/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422638,hCoV-19/Netherlands/Gelderland_10/2020,Europe / Netherlands / Gelderland,2020-03-20
EPI_ISL_423968,hCoV-19/England/20128094804/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421304,hCoV-19/USA/WI-46/2020,North America / USA / Wisconsin,2020-03-22
EPI_ISL_422635,hCoV-19/Netherlands/ZuidHolland_99/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423967,hCoV-19/England/20128094604/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421305,hCoV-19/USA/WI-47/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422636,hCoV-19/Czech Republic/2741/2020,Europe / Czech Republic / Prague,2020-03-08
EPI_ISL_423966,hCoV-19/England/20128090604/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421302,hCoV-19/USA/WI-44/2020,North America / USA / Wisconsin,2020-03-17
EPI_ISL_422633,hCoV-19/Netherlands/ZuidHolland_97/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423965,hCoV-19/England/20128090404/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421303,hCoV-19/USA/WI-45/2020,North America / USA / Wisconsin,2020-03-22
EPI_ISL_422634,hCoV-19/Netherlands/ZuidHolland_98/2020,Europe / Netherlands / Zuid Holland,2020-03-31
EPI_ISL_423964,hCoV-19/England/20128085204/2020,Europe / United Kingdom / England,2020-03-18
EPI_ISL_420012,hCoV-19/Australia/VIC321/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_422675,hCoV-19/Netherlands/NA_131/2020,Europe / Netherlands,2020-03-10
EPI_ISL_420011,hCoV-19/Australia/VIC320/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421345,hCoV-19/USA/WY-WYPHL003/2020,North America / USA / Wyoming,2020-03-12
EPI_ISL_422676,hCoV-19/Netherlands/NA_132/2020,Europe / Netherlands,2020-03-11
EPI_ISL_420014,hCoV-19/Australia/VIC323/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421342,hCoV-19/USA/WI-83/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422673,hCoV-19/Netherlands/NA_129/2020,Europe / Netherlands,2020-03-17
EPI_ISL_420013,hCoV-19/Australia/VIC322/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421343,hCoV-19/USA/WI-84/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422674,hCoV-19/Netherlands/NA_130/2020,Europe / Netherlands,2020-03-17
EPI_ISL_421340,hCoV-19/USA/WI-81/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422671,hCoV-19/Netherlands/NA_127/2020,Europe / Netherlands,2020-03-17
EPI_ISL_421341,hCoV-19/USA/WI-82/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422672,hCoV-19/Netherlands/NA_128/2020,Europe / Netherlands,2020-03-17
EPI_ISL_420010,hCoV-19/Australia/VIC319/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_422670,hCoV-19/Netherlands/NA_126/2020,Europe / Netherlands,2020-03-17
EPI_ISL_420009,hCoV-19/Australia/VIC318/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_420008,hCoV-19/Australia/VIC317/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421339,hCoV-19/USA/WI-80/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_420005,hCoV-19/Australia/VIC314/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_422668,hCoV-19/Netherlands/NA_121/2020,Europe / Netherlands,2020-03-17
EPI_ISL_420004,hCoV-19/Australia/VIC313/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421338,hCoV-19/USA/WI-79/2020,North America / USA / Wisconsin,2020-03-23
EPI_ISL_422669,hCoV-19/Netherlands/NA_122/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423999,hCoV-19/England/20129015704/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_420007,hCoV-19/Australia/VIC316/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421335,hCoV-19/USA/WI-77/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422666,hCoV-19/Netherlands/NA_119/2020,Europe / Netherlands,2020-03-16
EPI_ISL_423998,hCoV-19/England/20129015404/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_420006,hCoV-19/Australia/VIC315/2020,Oceania / Australia / Victoria,2020-03-24
EPI_ISL_421336,hCoV-19/USA/WI-78/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422667,hCoV-19/Netherlands/NA_120/2020,Europe / Netherlands,2020-03-16
EPI_ISL_423997,hCoV-19/England/20129015102/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_420001,hCoV-19/Australia/VIC310/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_421333,hCoV-19/USA/WI-75/2020,North America / USA / Wisconsin,2020-03-26
EPI_ISL_422664,hCoV-19/Netherlands/NA_117/2020,Europe / Netherlands,2020-03-16
EPI_ISL_423996,hCoV-19/England/20129015004/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_420000,hCoV-19/Australia/VIC309/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_421334,hCoV-19/USA/WI-76/2020,North America / USA / Wisconsin,2020-03-22
EPI_ISL_422665,hCoV-19/Netherlands/NA_118/2020,Europe / Netherlands,2020-03-16
EPI_ISL_423995,hCoV-19/England/20129014802/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_420003,hCoV-19/Australia/VIC312/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_421331,hCoV-19/USA/WI-73/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422662,hCoV-19/Netherlands/NA_114/2020,Europe / Netherlands,2020-03-10
EPI_ISL_423994,hCoV-19/England/20129014204/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_420002,hCoV-19/Australia/VIC311/2020,Oceania / Australia / Victoria,2020-03-23
EPI_ISL_421332,hCoV-19/USA/WI-74/2020,North America / USA / Wisconsin,2020-03-20
EPI_ISL_422663,hCoV-19/Netherlands/NA_115/2020,Europe / Netherlands,2020-03-10
EPI_ISL_423993,hCoV-19/England/20129014104/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_422660,hCoV-19/Netherlands/NA_112/2020,Europe / Netherlands,2020-03-10
EPI_ISL_423992,hCoV-19/England/20129013104/2020,Europe / United Kingdom / England,2020-03-21
EPI_ISL_421330,hCoV-19/USA/WI-72/2020,North America / USA / Wisconsin,2020-03-25
EPI_ISL_422661,hCoV-19/Netherlands/NA_113/2020,Europe / Netherlands,2020-03-10
EPI_ISL_423991,hCoV-19/England/20129012704/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_423990,hCoV-19/England/20129012304/2020,Europe / United Kingdom / England,2020-03-20
EPI_ISL_421328,hCoV-19/USA/WI-70/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422659,hCoV-19/Netherlands/NA_111/2020,Europe / Netherlands,2020-03-15
EPI_ISL_421329,hCoV-19/USA/WI-71/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_421326,hCoV-19/USA/WI-68/2020,North America / USA / Wisconsin,2020-03-24
EPI_ISL_422657,hCoV-19/Netherlands/NA_109/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423989,hCoV-19/England/20129011204/2020,Europe / United Kingdom / England,2020-03-19
EPI_ISL_421327,hCoV-19/USA/WI-69/2020,North America / USA / Wisconsin,2020-03-19
EPI_ISL_422658,hCoV-19/Netherlands/NA_110/2020,Europe / Netherlands,2020-03-18
EPI_ISL_423988,hCoV-19/England/20129011104/2020,Europe / United Kingdom / England,2020-03-20
